name,city,shopping_score,user_ratings_total,weighted_rating,popularity_score
Kingdom Hall JW Varambashery,thiruvananthapuram,0.6196,8,4.2218,0.1975
St. Antony's Roman Catholic Church,alappuzha,0.6196,45,4.2205,0.3442
K A Navas,wayanad,0.6196,1,4.2191,0.0623
FIDA TRADERS,kannur,0.6196,1,4.2191,0.0623
SM Park GLCK,kozhikode,0.6196,0,4.2187,0.0
Alleppey Godly Rooms,alappuzha,0.6196,0,4.2187,0.0
Akshaya centre,alappuzha,0.6196,55,4.1994,0.3618
Kozhikode District Rifle Association.,kozhikode,0.6195,134,4.2238,0.4409
Ebenezer Stay,thiruvananthapuram,0.6195,7,4.2214,0.1869
English Palli,kannur,0.6195,1,4.2191,0.0623
P. V. GARDENS,kozhikode,0.6195,2,4.219,0.0988
Parapurath Shapp Toddy & Family resturent,wayanad,0.6195,19,4.2176,0.2693
Das Bake House,thiruvananthapuram,0.6195,61,4.2122,0.371
FAVROLLS,kozhikode,0.6195,32,4.2121,0.3143
Safari Restaurant,wayanad,0.6195,46,4.1958,0.3461
Indian Coffee House,thrissur,0.6195,84,4.1696,0.3994
The Ocean Kitchen,alappuzha,0.6194,262,4.2976,0.5009
Vytila,kozhikode,0.6194,0,4.2187,0.0
SHAKE SHACK,alappuzha,0.6194,0,4.2187,0.0
Cheepad,wayanad,0.6194,0,4.2187,0.0
Souparnika,kannur,0.6194,0,4.2187,0.0
WINSZARA SOLUTIONS,thiruvananthapuram,0.6194,0,4.2187,0.0
IRCTC Refreshment Room,kannur,0.6194,3,4.2154,0.1246
New Street 27 Restaurant,kozhikode,0.6194,45,4.2095,0.3442
Hotel Cochin Palace,kochi,0.6194,2253,4.1558,0.694
THE PLANET BURGER (T.P.B),thrissur,0.6194,266,4.1461,0.5022
MCBS Zion Provincial House & MCBS Chapel,kozhikode,0.6193,69,4.2347,0.3819
South India Industries,kozhikode,0.6193,4,4.2202,0.1447
ST. IGNATIUS CHURCH KANNADIPARAMBA,kannur,0.6193,24,4.2196,0.2893
"Velankanny Matha Chapel, Thumpoly",alappuzha,0.6193,7,4.2193,0.1869
Rangoon Restaurant (Chick N Chick ),kannur,0.6193,3,4.2179,0.1246
Kasthurba Nagar Park,kochi,0.6193,533,4.1727,0.5645
"OUR LADY OF ASSUMPTION ROMAN CATHOLIC CHURCH, POOMKAVU",alappuzha,0.6192,377,4.295,0.5335
Aryan's Aviary,kannur,0.6192,41,4.2304,0.336
Al Fahamő,kannur,0.6192,1,4.2191,0.0623
Bhadra Towers,thiruvananthapuram,0.6192,96,4.2041,0.4112
Indira Priyadarsini Children's Park,kochi,0.6192,1297,4.172,0.6444
HALF°MOON BEACH KOCHI,kochi,0.6191,156,4.239,0.4545
Fresh Chicken Stall,kannur,0.6191,13,4.2199,0.2372
Gurudev Garden,thiruvananthapuram,0.6191,1,4.2191,0.0623
Holy Cross Major Archiepiscopal Church Nadavayal,wayanad,0.619,62,4.2271,0.3724
St. Antony's Latin Catholic Church,kannur,0.619,65,4.2244,0.3766
MADHU KALLINGALTHODI HOUSE,wayanad,0.619,3,4.2199,0.1246
Everbrite Spa,kannur,0.619,1,4.2191,0.0623
Fabian Beach,kochi,0.619,0,4.2187,0.0
Church of Christ,alappuzha,0.619,0,4.2187,0.0
Kattappas thattukada,thrissur,0.619,0,4.2187,0.0
Misty Meadows,wayanad,0.619,1,4.2186,0.0623
Fr. Theophane's Tomb & Pilgrim Center,kochi,0.6189,20,4.2254,0.2737
PCM-ART,thiruvananthapuram,0.6189,0,4.2187,0.0
J,kozhikode,0.6189,0,4.2187,0.0
Yaseen Halal Chicken Centre,alappuzha,0.6189,0,4.2187,0.0
Dilli Kabab | Kozhikode,kozhikode,0.6188,762,4.2963,0.5966
Cochin Port Guest House,kochi,0.6188,9,4.2204,0.207
"Kozhikode Beach - Kozhikode District, Kerala, India",kozhikode,0.6188,4,4.2202,0.1447
Vararuchi Art Gallery,thiruvananthapuram,0.6188,3,4.2199,0.1246
"Gaia Restaurant, Misty Mountain Resort",munnar,0.6188,1,4.2191,0.0623
Chithira Hotel,kannur,0.6188,4,4.2188,0.1447
sirajshana home,kozhikode,0.6188,0,4.2187,0.0
Muneer palakkaparambil,wayanad,0.6188,0,4.2187,0.0
Benny Kapplingattel,wayanad,0.6188,0,4.2187,0.0
Albaik,thrissur,0.6188,31,4.2184,0.3115
Dhobi Khana Park,kochi,0.6188,2,4.218,0.0988
P J Tower,kannur,0.6188,37,4.2147,0.327
Patanjali Chikitsalay,kochi,0.6188,68,4.2049,0.3806
Rapheek Restaurant,munnar,0.6187,38,4.2258,0.3293
Oman Vanitha Mess,wayanad,0.6187,5,4.2196,0.1611
St Mary's Chapel (Aranattukara),thrissur,0.6187,8,4.219,0.1975
Adish home,kannur,0.6187,0,4.2187,0.0
Hindustan Petroleum Corporation Limited,munnar,0.6187,35,4.2098,0.3221
Pizza Palace,alappuzha,0.6187,260,4.205,0.5002
Brothers Kitchen,munnar,0.6187,83,4.198,0.3983
Search,alappuzha,0.6186,1,4.2191,0.0623
SEVANA DIGITAL CENTRE,wayanad,0.6186,0,4.2187,0.0
United Business Centre,kochi,0.6186,1,4.2186,0.0623
Palaz hut holiday nest,wayanad,0.6186,8,4.2174,0.1975
Nalva Chicken Stall,kannur,0.6186,19,4.21,0.2693
Attukad Waterfalls,munnar,0.6186,5674,4.2049,0.777
BBQ @ Paramount,kannur,0.6186,204,4.1707,0.4785
Topform Restaurant Kozhikode,kozhikode,0.6186,9357,3.9561,0.822
Honolulu Homestay,kochi,0.6185,152,4.2315,0.4522
Dolphin beach,alappuzha,0.6185,0,4.2187,0.0
M J James house,wayanad,0.6185,0,4.2187,0.0
Ambadi mess,wayanad,0.6185,0,4.2187,0.0
"St. Mary's Syro-Malankara Catholic Major Archeparchial Cathedral, Pattom",thiruvananthapuram,0.6184,1063,4.3857,0.6265
"Wayanad, kuruva deeep",wayanad,0.6184,1,4.2191,0.0623
top paiyante bus stop,thiruvananthapuram,0.6184,0,4.2187,0.0
Kainakary Panchayath Road veiw point,alappuzha,0.6184,0,4.2187,0.0
Valiyapeediyakkal (h)Sahadulla,wayanad,0.6184,0,4.2187,0.0
Best Hotel,kannur,0.6184,9,4.2186,0.207
St Josephs Ward,thrissur,0.6184,1,4.2186,0.0623
Vanchikulam park,thrissur,0.6184,13,4.2166,0.2372
Aydin Hotel & Restaurant,alappuzha,0.6184,5,4.2146,0.1611
Queens Hotel,kochi,0.6184,9,4.2141,0.207
St. Stephen's CSI Church,thrissur,0.6183,19,4.2157,0.2693
St George Pazhaya Pally Kaniyambetta,wayanad,0.6183,13,4.2134,0.2372
The Little Republic,thiruvananthapuram,0.6182,62,4.2392,0.3724
"Ammachikkada Hotel,Alapuzha",alappuzha,0.6182,91,4.2266,0.4065
Confident Group Builders - Thrissur,thrissur,0.6182,73,4.2251,0.3869
Shanghumugham Art Museum,thiruvananthapuram,0.6182,29,4.2198,0.3057
Malabar foods,thiruvananthapuram,0.6182,0,4.2187,0.0
Kuttanad Kitchen,alappuzha,0.6182,0,4.2187,0.0
Aasan Park,thiruvananthapuram,0.6182,23,4.2151,0.2857
Midzone Technologies,thiruvananthapuram,0.6182,32,4.2105,0.3143
Deivajanamatha Roman Catholic Church,alappuzha,0.6181,98,4.2365,0.4131
Kingdom Hall Of Jehovah's Witnesses,kozhikode,0.6181,21,4.2247,0.2779
SHIBUMON G,alappuzha,0.6181,1,4.2191,0.0623
Shammas Kp Milma,kannur,0.6181,0,4.2187,0.0
Ragam Food,thrissur,0.6181,3,4.2184,0.1246
Sthree Shakthi Hotel and cool bar,thrissur,0.6181,7,4.2183,0.1869
Kadaloram at ABAD Plaza,kochi,0.6181,76,4.2034,0.3905
Thevara Kumbalam Backwater,kochi,0.618,13,4.2224,0.2372
Zion Fellowship-House Of Prayer,thiruvananthapuram,0.618,4,4.2202,0.1447
Aft church munnar,munnar,0.618,1,4.2191,0.0623
Free water dance show,thrissur,0.618,1,4.2191,0.0623
New Look,thiruvananthapuram,0.618,0,4.2187,0.0
Brothers Restaurant,thrissur,0.618,0,4.2187,0.0
Veekay Restaurant,kannur,0.618,5,4.2176,0.1611
DAHBAN Kitchens,kozhikode,0.618,38,4.2127,0.3293
"The Pentecostal Mission (TPM), Thrissur Centre",thrissur,0.6179,17,4.2211,0.2598
Mullans tea and juice live snacks,wayanad,0.6179,5,4.2201,0.1611
Sumangali Auditorium,kozhikode,0.6179,848,4.1536,0.6062
Hotel Srilakshmi,thrissur,0.6178,2,4.219,0.0988
St John De Britto old age home,kochi,0.6178,3,4.2188,0.1246
Kerala Civil Supply,kozhikode,0.6178,3,4.2188,0.1246
Babilonia Central Park,kochi,0.6178,0,4.2187,0.0
Ocean Park Apartments,kannur,0.6178,15,4.2185,0.2492
Kailasan,kannur,0.6178,3,4.2179,0.1246
Shyamam Gardens,thiruvananthapuram,0.6177,1,4.2191,0.0623
St. Thomas Evangelical Church,alappuzha,0.6177,4,4.2188,0.1447
St Mary's Church,thrissur,0.6177,4,4.2188,0.1447
Sea view,kochi,0.6177,0,4.2187,0.0
Wildlife bana hights,wayanad,0.6177,0,4.2187,0.0
Nadan Ruchi,kannur,0.6177,0,4.2187,0.0
A-One Hotel,kannur,0.6177,125,4.1999,0.4347
Villa Vanitas,thrissur,0.6176,761,4.2962,0.5965
Chakyarkadavu field view,thrissur,0.6176,40,4.2262,0.3338
Ratnakrithy Art Gallery & Classes,kozhikode,0.6176,14,4.2234,0.2434
Minds,thrissur,0.6176,12,4.2204,0.2306
Kochi night walkway,kochi,0.6176,3,4.2199,0.1246
Wood 'n' Spice Restaurant Munnar,munnar,0.6176,2,4.2195,0.0988
"Bananaleaf, Authentic kerala kitchen",alappuzha,0.6176,1,4.2191,0.0623
Kozhikode,kozhikode,0.6176,0,4.2187,0.0
SNEHATHEERAM,thrissur,0.6176,0,4.2187,0.0
Hotel Odhen's,kannur,0.6175,7913,4.3634,0.8069
St. Francis Assisi Church,alappuzha,0.6175,355,4.2611,0.5281
Aadikadalayi beach,kannur,0.6175,73,4.2251,0.3869
Bluechilly's,alappuzha,0.6175,2,4.2195,0.0988
Krishna restaurant,alappuzha,0.6175,1,4.2191,0.0623
Mahroof,wayanad,0.6175,1,4.2191,0.0623
Puthiyappa Fish Stall,wayanad,0.6175,0,4.2187,0.0
Udyanam ഉദ്യാനം,kannur,0.6175,0,4.2187,0.0
Anna Paper Industries,thrissur,0.6175,26,4.2133,0.2963
Alappuzha christian Fellowship church,alappuzha,0.6174,4,4.2202,0.1447
Rajettante thattukada,thrissur,0.6174,1,4.2191,0.0623
Navajyothis Chapel,kozhikode,0.6174,2,4.219,0.0988
Hospital Office,thrissur,0.6174,3,4.2173,0.1246
Dosa Hut,kannur,0.6174,38,4.2146,0.3293
Kayees,kochi,0.6174,10195,4.0359,0.8297
Raw art_ Home decor paintings,kochi,0.6173,9,4.2222,0.207
Chai Pedika,alappuzha,0.6173,15,4.22,0.2492
Hotel Krishna,kannur,0.6173,4,4.2188,0.1447
Zarina Designer Eare,thiruvananthapuram,0.6173,1,4.2186,0.0623
ATHMA Creative,kozhikode,0.6172,24,4.2256,0.2893
Solus Ad Solutions LLP,kozhikode,0.6172,43,4.2204,0.3402
Our Lady of Lourdes Groto,wayanad,0.6172,1,4.2191,0.0623
CHETTIYAR MESS,wayanad,0.6172,1,4.2191,0.0623
Shef monk,thrissur,0.6172,1,4.2191,0.0623
Kid’s Park in Cordial Dhanuss,thiruvananthapuram,0.6172,0,4.2187,0.0
Ramaswamy Aiyar Headworks Dam,munnar,0.6172,507,4.1947,0.5601
AKG Hospital Canteen,kannur,0.6172,884,3.9371,0.61
Hygi Restaurant,alappuzha,0.6171,36,4.2272,0.3246
IPC Adatt Petecostal Church,thrissur,0.6171,18,4.2257,0.2647
Sulthan restaurant,alappuzha,0.6171,19,4.2223,0.2693
Race beach,kozhikode,0.6171,0,4.2187,0.0
JJ Dining,thrissur,0.6171,6,4.2159,0.1749
Sweet Peppers,thiruvananthapuram,0.6171,536,4.1936,0.5651
Green City Restaurant,thiruvananthapuram,0.6171,70,4.1842,0.3832
Royal Omars,kannur,0.6171,2132,4.0543,0.689
Mullakkal Rajarajeswari Temple,alappuzha,0.617,3957,4.472,0.7446
Buzzin Bites,kochi,0.617,28,4.2295,0.3027
Munnar,munnar,0.617,4,4.2202,0.1447
St. Mary's Chapel,kochi,0.6169,46,4.2228,0.3461
ART KOCHI,kochi,0.6169,5,4.2206,0.1611
Munnar,munnar,0.6169,1,4.2181,0.0623
Marine Drive Station,kochi,0.6168,53,4.2259,0.3586
Waterfalls,munnar,0.6168,21,4.2206,0.2779
PPD Urban Ville Kids Park,thiruvananthapuram,0.6168,0,4.2187,0.0
Savan sigma,alappuzha,0.6168,0,4.2187,0.0
Chenakolly kulam,wayanad,0.6168,0,4.2187,0.0
George Master Home,wayanad,0.6168,0,4.2187,0.0
St Sebastian's chapel,thrissur,0.6168,0,4.2187,0.0
Royal Retreat Munnar,munnar,0.6168,457,4.1594,0.5507
Konad Beach,kozhikode,0.6167,745,4.2679,0.5946
St. Anne's Church,thrissur,0.6167,318,4.2573,0.5182
Holy Family Roman Catholic Church,alappuzha,0.6167,77,4.2291,0.3916
Movin Builders & Property Developers Pvt. Ltd.,kozhikode,0.6167,8,4.2202,0.1975
MEENAKSHY CAFE,thiruvananthapuram,0.6167,3,4.2199,0.1246
Dosa Corner,thiruvananthapuram,0.6167,4,4.2192,0.1447
S N Square,kochi,0.6167,1,4.2191,0.0623
Serah Chicken Centre,alappuzha,0.6167,1,4.2191,0.0623
Piller top villa,wayanad,0.6167,1,4.2191,0.0623
Lulu Mess,wayanad,0.6167,2,4.219,0.0988
Hotel Salkara,kochi,0.6167,0,4.2187,0.0
Crown Hair Beauty &Spa,kochi,0.6167,7,4.2176,0.1869
Chevayur Park,kozhikode,0.6167,19,4.2138,0.2693
Punniah chemistry observation,thrissur,0.6166,3,4.2199,0.1246
Church of Christ,alappuzha,0.6166,3,4.2194,0.1246
Rafeek P K,kannur,0.6166,1,4.2191,0.0623
CB Shajahan,kochi,0.6166,9,4.219,0.207
SPORTS GROUND,kozhikode,0.6166,0,4.2187,0.0
Bhukkad,kannur,0.6166,0,4.2187,0.0
shri Krishna Hotel,munnar,0.6166,125,4.2176,0.4347
Padre Pio Church,wayanad,0.6165,16,4.2225,0.2547
Classic Paradise,kochi,0.6165,74,4.2216,0.3881
AK CHICKEN,kannur,0.6165,8,4.221,0.1975
Miyawaki forest,kozhikode,0.6165,1,4.2191,0.0623
Nechus family park,alappuzha,0.6165,0,4.2187,0.0
Munnar,munnar,0.6165,0,4.2187,0.0
GURUS BARISTA CAFE,munnar,0.6165,1365,4.0894,0.649
Trident Hotel Cochin,kochi,0.6164,4188,4.4091,0.7497
OFFER,kozhikode,0.6164,3,4.2199,0.1246
"Chola (ചോല) University Of kerala, Kariavattom campus",thiruvananthapuram,0.6164,6,4.2195,0.1749
CONFESSION HALL,wayanad,0.6164,2,4.2195,0.0988
ABHINAV Fast Food,kochi,0.6164,2,4.219,0.0988
Maartha,kannur,0.6164,0,4.2187,0.0
"The Tower House - 17th Century, Cochin",kochi,0.6163,10,4.2211,0.2155
Kunjus spot,wayanad,0.6163,4,4.2202,0.1447
Svs Chat And Sweet,kochi,0.6163,1,4.2191,0.0623
Kid's Park,thiruvananthapuram,0.6163,1,4.2191,0.0623
Sitting Area,kozhikode,0.6163,3,4.2188,0.1246
Makrimada River,kochi,0.6163,0,4.2187,0.0
Habibi,kochi,0.6163,0,4.2187,0.0
Correyas kitchen,kochi,0.6163,0,4.2187,0.0
Ettakulam Padam (Paddy fields),thrissur,0.6163,0,4.2187,0.0
EVM HONDA,kochi,0.6163,5,4.2181,0.1611
Edusmart Education Services,kochi,0.6163,7,4.2176,0.1869
Patanjali Chikitsalay,kochi,0.6163,29,4.2113,0.3057
Force Motors - PMH Motors,kozhikode,0.6163,186,4.1746,0.4702
BUBBLES AQUARIUM,thrissur,0.6162,80,4.2333,0.395
Green kitchen,munnar,0.6162,3,4.2199,0.1246
Veetile Oonu,kochi,0.6162,4,4.2198,0.1447
"Marian Grotto, Mukkattukkara",thrissur,0.6162,1,4.2191,0.0623
GK Tower,thiruvananthapuram,0.6162,1,4.2191,0.0623
Statue,kozhikode,0.6162,10,4.2186,0.2155
MOUNT CHURCH MUNNAR,munnar,0.6161,2,4.2195,0.0988
KALPAKA RESTAURANT,kannur,0.6161,23,4.2105,0.2857
Pulari Restaurant Kannur,kannur,0.6161,3866,4.1405,0.7425
Poothadi Saraswati Temple,wayanad,0.616,8,4.2218,0.1975
Bhamas Tower,kochi,0.616,12,4.2198,0.2306
Children Memorial,munnar,0.616,0,4.2187,0.0
Anus HOT & COOL,kannur,0.616,0,4.2187,0.0
ASBM EDUCATION SERVICES (OPC) PVT LTD,kochi,0.616,6,4.218,0.1749
Varambil Oru Naadan Adukkala,kochi,0.616,30,4.2155,0.3087
the Tibetan,kannur,0.6159,290,4.2923,0.51
"St. Joseph's Church, Punkunnam",thrissur,0.6159,152,4.2456,0.4522
EcoTech Wayanad,wayanad,0.6159,25,4.2271,0.2929
St. Sebastian's Chapel,kochi,0.6159,17,4.2219,0.2598
"St. Antonys chapel, 2nd mile, munnar",munnar,0.6159,1,4.2191,0.0623
Kadavathur,kannur,0.6159,1,4.2191,0.0623
Hebron Christian Assembly,thiruvananthapuram,0.6159,8,4.219,0.1975
Cochin harbour terminus pf 1,kochi,0.6159,0,4.2187,0.0
Thana Chicken Stall,kannur,0.6159,14,4.2151,0.2434
"Marian Grotto, Amala",thrissur,0.6158,1,4.2186,0.0623
Palarivattom sasiyude kada പാലാരിവട്ടം ശശിയുടെ കട,kochi,0.6158,19,4.2176,0.2693
Sunset Beach,kochi,0.6158,47,4.216,0.348
EFC,thrissur,0.6158,318,4.1887,0.5182
Pulickattil Handicrafts Main Branch,alappuzha,0.6157,241,4.292,0.4934
St. George Syro Malabar Catholic Church,alappuzha,0.6157,193,4.2522,0.4735
NishaGandhi Exhibition ground,thiruvananthapuram,0.6157,0,4.2187,0.0
Children's Health Park,thrissur,0.6157,0,4.2187,0.0
Thrissur Thali,thrissur,0.6157,0,4.2187,0.0
Kanji kada,munnar,0.6157,5,4.2176,0.1611
PIZZA SPOTS,munnar,0.6157,72,4.2111,0.3857
Hotel Sagar,kannur,0.6157,21,4.2102,0.2779
"Fishing Point at Saude Beach, Kochi",kochi,0.6156,5,4.2201,0.1611
"New Life Fellowship Church, Kannur",kannur,0.6156,4,4.2182,0.1447
"St. Antony's Latin Catholic Church, Panangad",kochi,0.6155,115,4.2449,0.4273
PVR MANDI MAHAL KANNUR,kannur,0.6155,540,4.236,0.5657
Shihy's Art Gallery,alappuzha,0.6155,18,4.2257,0.2647
ROLL KING,kozhikode,0.6155,1,4.2191,0.0623
Muncherroo Food & Meal Planning Service,thrissur,0.6155,0,4.2187,0.0
Canteen,thiruvananthapuram,0.6155,34,4.2067,0.3196
Thiruvachira Sree Krishna Temple,kozhikode,0.6154,436,4.2869,0.5465
St. Joseph's Church,alappuzha,0.6154,27,4.2224,0.2995
"Bethany C.S.I Church, Chavadimukku",thiruvananthapuram,0.6154,31,4.2215,0.3115
KOTTOOLI ISLAND,kozhikode,0.6154,2,4.2195,0.0988
Poulson Eden Thottam,thrissur,0.6154,1,4.2191,0.0623
Ainesh beach,kannur,0.6154,0,4.2187,0.0
Tsunami Beach Park,thiruvananthapuram,0.6154,237,4.2061,0.4919
"Bhajanamadom Church, Thathampally",alappuzha,0.6153,12,4.2222,0.2306
Monastry Church,kochi,0.6153,8,4.2202,0.1975
Grotto,wayanad,0.6153,0,4.2187,0.0
"SISUMANDHIRAM PARK, THILANNUR",kannur,0.6153,1,4.2186,0.0623
Velankanni Church,munnar,0.6153,1,4.2171,0.0623
Kunnil Margin Free Market,thiruvananthapuram,0.6153,451,4.1416,0.5496
Jubilee Mission Hospital Adoration Chapel,thrissur,0.6152,15,4.22,0.2492
REENA'S KITCHEN,kochi,0.6152,1,4.2191,0.0623
ONE PLATE BAJJI,alappuzha,0.6152,1,4.2191,0.0623
Abhijesh joshi,wayanad,0.6152,0,4.2187,0.0
Mamkulam illam,wayanad,0.6152,0,4.2187,0.0
Thrissur alfaham,thrissur,0.6152,5,4.2176,0.1611
"St. Michael's Roman Catholic Church, Manassery",kochi,0.6151,166,4.2479,0.4601
Christian Mission Service Childrens Home,thiruvananthapuram,0.6151,14,4.2199,0.2434
Devi temple,kozhikode,0.6151,0,4.2187,0.0
Kalyan Helioce ​-Apartments in Thrissur/Builders in Thrissur,thrissur,0.6151,3,4.2184,0.1246
Sheeja Hotel,thiruvananthapuram,0.6151,60,4.2094,0.3695
Pioneer Towers,kochi,0.6151,73,4.2039,0.3869
Monumental Flag,kannur,0.615,2,4.2195,0.0988
Akash Agencies,thrissur,0.615,2,4.2195,0.0988
Perpetual Adoration Chapel,kozhikode,0.615,7,4.2193,0.1869
Satchiyin Koodaram Church,munnar,0.615,1,4.2191,0.0623
THEKKE BUNGLOW GARDEN LANE,thiruvananthapuram,0.615,0,4.2187,0.0
KV Residency,kochi,0.615,1,4.2186,0.0623
Burger Lounge | Rigid Foods | South Beach,kozhikode,0.615,2232,4.2088,0.6932
Babus homely food,thrissur,0.6149,20,4.2225,0.2737
Toy Train,kochi,0.6149,1,4.2191,0.0623
Sbkm enterprises,kozhikode,0.6149,0,4.2187,0.0
St. Varghese Chapel,thrissur,0.6149,0,4.2187,0.0
Thattukada vadakkestand,thrissur,0.6149,0,4.2187,0.0
Five Star Night food Thattukada,thrissur,0.6149,0,4.2187,0.0
"St. Thomas Roman Catholic Church - Marian Pilgrimage Shrine Church (Thumpoly Church, Alappuzha)",alappuzha,0.6148,427,4.2858,0.5447
Ammas restaurant,kannur,0.6148,9,4.2204,0.207
Sunrise Viewpoint ZM,kochi,0.6148,3,4.2199,0.1246
Cafe Manara Munnar,munnar,0.6148,26,4.2197,0.2963
MAS Holidays,munnar,0.6148,140,4.2109,0.4448
SBI LCPC Ernakulam,kochi,0.6148,122,4.1831,0.4326
Vanjipura Restaurant,thrissur,0.6148,62,4.182,0.3724
Munnargreenregency,munnar,0.6148,173,4.1615,0.4638
MVK Restaurant,kannur,0.6148,3705,4.0767,0.7387
"Nehru Park, Thrissur",thrissur,0.6147,6899,4.2817,0.7946
"Sacred Heart Church, Arunoottampadam",alappuzha,0.6147,22,4.225,0.2819
"St. George Mar Thoma Syrian Church, Alappuzha",alappuzha,0.6147,28,4.2239,0.3027
Good News Center Lutheran Church,kozhikode,0.6147,0,4.2187,0.0
Park,alappuzha,0.6147,1,4.2181,0.0623
Meat & Chicken Center,thrissur,0.6147,3,4.2173,0.1246
"St. Mary's Soonoro Simhasana Church, Elamkulam",kochi,0.6146,278,4.2652,0.5062
KlickBooks,kozhikode,0.6146,8,4.2214,0.1975
St. Sebastian's Chapel,alappuzha,0.6146,0,4.2187,0.0
FRIENDS TRADING COMPANY,wayanad,0.6146,0,4.2187,0.0
Onjil,kozhikode,0.6146,1,4.2171,0.0623
Zam Zam Restaurant,thiruvananthapuram,0.6146,31325,4.1071,0.9306
Lake View Ground Sacred Heart College Thevara,kochi,0.6145,244,4.271,0.4945
Holy Family Catholic Church,kannur,0.6145,131,4.236,0.4389
THREE STAR RESTAURANT,kochi,0.6145,9,4.2222,0.207
MESS HOUSE HOT & COOL,wayanad,0.6145,0,4.2187,0.0
Eraneloor panamaram,wayanad,0.6145,0,4.2187,0.0
Veli - Akkulam Lake Foot Path,thiruvananthapuram,0.6145,59,4.2096,0.368
TAG THE ARABIAN GRILL,kochi,0.6145,631,4.1902,0.5797
Swargam,kochi,0.6144,0,4.2187,0.0
Kerala Art Gallery,kochi,0.6144,0,4.2187,0.0
ELSINA,alappuzha,0.6144,0,4.2187,0.0
St. Michael's Chapel,kannur,0.6144,2,4.218,0.0988
Cheruvakkal Village Office,thiruvananthapuram,0.6144,28,4.2115,0.3027
"St.Joseph's Church, Pullazhi",thrissur,0.6143,88,4.2263,0.4035
Vishferz cattery,thiruvananthapuram,0.6143,6,4.221,0.1749
Chicken Coop,kannur,0.6143,4,4.2192,0.1447
Public Park,thrissur,0.6143,0,4.2187,0.0
Space Link Tour's And Travels,kochi,0.6143,1,4.2186,0.0623
Aero Sports,thrissur,0.6143,1,4.2186,0.0623
Tea Leaf,thiruvananthapuram,0.6143,394,4.1827,0.5374
Omanappuzha Beach,alappuzha,0.6142,54,4.2261,0.3602
Attukad Bridge,munnar,0.6142,18,4.2221,0.2647
Blue Marine Back Water Spot,kochi,0.6142,19,4.2213,0.2693
Aadichandra Auto spares,kozhikode,0.6142,1,4.2191,0.0623
SIVASANKARAN Park,kozhikode,0.6142,0,4.2187,0.0
Carmelagiri Kids Park,munnar,0.6142,0,4.2187,0.0
GREEN PARK RESTAURANT,thrissur,0.6142,308,4.1094,0.5154
GREEN PLAZA TOURIST HOME,thrissur,0.6142,706,4.0834,0.5898
Nimmy&Paul,kochi,0.6141,13,4.2237,0.2372
Cross Church,kozhikode,0.6141,0,4.2187,0.0
Mar Adhai Sleeha Chruch Shrine,thrissur,0.6141,0,4.2187,0.0
Achayan's Fish Shop,thiruvananthapuram,0.6141,13,4.2095,0.2372
"Citrus Hotels, Alleppey",alappuzha,0.6141,290,4.191,0.51
The Brickhouse Oven,thiruvananthapuram,0.6141,2557,4.1521,0.7054
"Ginger - MG Road, Kochi",kochi,0.6141,5877,4.1301,0.7802
Hotel Blue Nile,kannur,0.6141,2621,4.0379,0.7076
Casa Rasa Kannur,kannur,0.6141,930,4.0223,0.6145
Al Khair Restaurant,kozhikode,0.6141,4482,3.6526,0.7558
Sunil's Wax Museum Trivandrum,thiruvananthapuram,0.614,3865,4.3382,0.7425
Double Decker Boarding Point,thiruvananthapuram,0.614,0,4.2187,0.0
Darshan Nagar ke sunderpur,thiruvananthapuram,0.614,0,4.2187,0.0
Chicking Mavoor Road,kozhikode,0.614,2148,3.9501,0.6897
Guru Gopinath Natanagramam & Dance Museum,thiruvananthapuram,0.6139,455,4.2523,0.5504
Puthen Malika Palace Museum,thiruvananthapuram,0.6139,63,4.2242,0.3738
Vaiga,thrissur,0.6139,17,4.2219,0.2598
Paarva Creations,kozhikode,0.6139,19,4.2204,0.2693
ST. JOSEPH'S CHURCH LETCHMI ESTATE,munnar,0.6139,1,4.2191,0.0623
Padavarad,thrissur,0.6139,1,4.2191,0.0623
Sitaram Mountain Retreat - Ayurvedic Retreat at Munnar,munnar,0.6138,335,4.3021,0.5229
Kerala Lalithakala Akademi,kochi,0.6138,7,4.22,0.1869
Fishery Survey Of India,kochi,0.6138,6,4.2195,0.1749
Progress,kozhikode,0.6138,0,4.2187,0.0
IG TRADING CORPORATION,wayanad,0.6138,0,4.2187,0.0
Marian Grotto Cheroor Convent,thrissur,0.6138,0,4.2187,0.0
Vruksha Nursery,wayanad,0.6138,21,4.2164,0.2779
Aryaas Park Veg Restaurant,thiruvananthapuram,0.6138,14082,4.0272,0.8587
Raandhal Restaurant,kannur,0.6138,7616,3.8871,0.8035
St. George Orthodox Koonan Kurish Old Syrian Church,kochi,0.6137,1252,4.404,0.6412
Meenkunnu sea view point,kannur,0.6137,36,4.2254,0.3246
Payyambalam beach,kannur,0.6137,24,4.2232,0.2893
Christ The King Church,thrissur,0.6137,116,4.2231,0.4281
Alfa Mobiles,kochi,0.6137,5,4.2201,0.1611
chem cornerr,kozhikode,0.6137,3,4.2199,0.1246
"IPC Central Church ,Ulloor",thiruvananthapuram,0.6137,11,4.2191,0.2234
Aamina’s Kochi Foods,kochi,0.6137,1,4.2191,0.0623
PROMEX,wayanad,0.6137,0,4.2187,0.0
Thottan’s Fields,thrissur,0.6137,1,4.2171,0.0623
