name,category,types,rating,review,city,lat,lng,review_count,review_avg_rating,user_ratings_total,interest_scores_json,interest_tags,interest_tag_count,interest_tags_json,intent_scores_json,intent_tags,intent_tag_count,intent_tags_json,clean_interest_tags,clean_interest_tag_count,clean_interest_tags_json,clean_intent_tags,clean_intent_tag_count,clean_intent_tags_json
Kalakriti Art Gallery,art gallery,art_gallery | point_of_interest | establishment,4.4,,hyderabad,17.420524,78.4467085,0,4.4,826,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Ideal images,art gallery,art_gallery | point_of_interest | store | establishment,4.3,,hyderabad,17.4299668,78.4448285,0,4.3,537,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Glow Arts Pvt. Ltd - Best Art Gallery in Hyderabad,art gallery,art_gallery | point_of_interest | establishment,4.5,,hyderabad,17.4294063,78.4246366,0,4.5,416,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Inspire Drawing Painting Institute Online Offline Hyderabad,art gallery,art_gallery | point_of_interest | establishment,4.8,,hyderabad,17.4001802,78.4873258,0,4.8,315,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
"MS Maqta Art District, Blue Chowk",art gallery,art_gallery | point_of_interest | establishment,4.1,,hyderabad,17.4175145,78.4632342,0,4.1,264,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Inhabit,furniture store,furniture_store | art_gallery | general_contractor | home_goods_store | store | point_of_interest | establishment,4.4,,hyderabad,17.4079343,78.44145309999999,0,4.4,238,"{""art"": 0.68}",art,1,"[""art""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art,1,"[""art""]",art experience,1,"[""art experience""]"
Shubha Drishti Ganapathy,art gallery,art_gallery | point_of_interest | establishment,4.8,,hyderabad,17.3648171,78.52177329999999,0,4.8,217,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Studio di Calligraphia (Handwriting & Calligraphy Classes & Services),art gallery,art_gallery | cafe | food | point_of_interest | store | establishment,4.9,,hyderabad,17.42481279999999,78.4441385,0,4.9,128,"{""culture"": 0.75, ""food"": 0.52, ""art"": 1.0}",art | culture | food,3,"[""art"", ""culture"", ""food""]","{""art experience"": 0.79, ""cafe stop"": 0.67}",art experience | cafe stop,2,"[""art experience"", ""cafe stop""]",art | culture | food,3,"[""art"", ""culture"", ""food""]",art experience | cafe stop,2,"[""art experience"", ""cafe stop""]"
Srishti Art Gallery,art gallery,art_gallery | point_of_interest | establishment,4.4,,hyderabad,17.43443,78.416507,0,4.4,117,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Sri Balaji Art Gallery & Idols,art gallery,art_gallery | point_of_interest | establishment,4.3,,hyderabad,17.42979009999999,78.4480493,0,4.3,117,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Sri Sri Parinaya Tanjore Paintings,art gallery,art_gallery | point_of_interest | store | establishment,4.9,,hyderabad,17.3687087,78.52647720000002,0,4.9,94,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Statue Makers ( G Pradeep Silpi),art gallery,art_gallery | point_of_interest | establishment,4.9,,hyderabad,17.4302582,78.42760969999999,0,4.9,89,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Chitrakala Art studio -Tanjore Paintings Oil Paintings,art gallery,art_gallery | point_of_interest | establishment,4.8,,hyderabad,17.4576844,78.4988759,0,4.8,84,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Digital Art Gallery,art gallery,art_gallery | point_of_interest | store | establishment,5.0,,hyderabad,17.3916645,78.43038760000002,0,5.0,73,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Artguru,art gallery,art_gallery | point_of_interest | store | establishment,4.0,,hyderabad,17.4268691,78.4466008,0,4.0,80,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
M. Eshwariah Art Gallery,art gallery,art_gallery | point_of_interest | establishment,4.5,,hyderabad,17.44007239999999,78.43211,0,4.5,75,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
ICONART Gallery,art gallery,art_gallery | point_of_interest | establishment,4.4,,hyderabad,17.4078787,78.4407511,0,4.4,74,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
G P Birla Centre,art gallery,art_gallery | library | point_of_interest | establishment,4.3,,hyderabad,17.4030995,78.4703464,0,4.3,74,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Dhi Artspace,art gallery,art_gallery | point_of_interest | establishment,4.6,,hyderabad,17.4377261,78.451459,0,4.6,69,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Colors N Shades Institute of Drawing and Painting,art gallery,art_gallery | point_of_interest | store | establishment,4.7,,hyderabad,17.3725078,78.5186691,0,4.7,57,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Nirmala Birla Gallery,art gallery,art_gallery | point_of_interest | establishment,4.3,,hyderabad,17.4030316,78.4706064,0,4.3,55,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Gallery Space,art gallery,art_gallery | point_of_interest | establishment,4.1,,hyderabad,17.4135053,78.4221979,0,4.1,55,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Lion India (Picture Decor) Banjara Hills,art gallery,art_gallery | home_goods_store | point_of_interest | store | establishment,4.8,,hyderabad,17.4241867,78.4483843,0,4.8,48,"{""culture"": 0.75, ""art"": 1.0}",art | culture,2,"[""art"", ""culture""]","{""art experience"": 0.79}",art experience,1,"[""art experience""]",art | culture,2,"[""art"", ""culture""]",art experience,1,"[""art experience""]"
Nehru Zoological Park,zoo,zoo | park | point_of_interest | establishment,4.2,,hyderabad,17.3507037,78.451787,0,4.2,101678,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
NTR Gardens.,park,park | point_of_interest | establishment,4.2,,hyderabad,17.4130874,78.4697541,0,4.2,99515,"{""nature"": 1.0}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Lumbini Park,park,park | point_of_interest | establishment,4.1,,hyderabad,17.4093892,78.47202220000001,0,4.1,77850,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Indira Park,park,park | point_of_interest | establishment,4.2,,hyderabad,17.4139694,78.4839721,0,4.2,36038,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Padmarao Nagar Main Park,park,park | point_of_interest | establishment,4.2,,hyderabad,17.42543,78.5073048,0,4.2,8086,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Dog's Park,park,park | point_of_interest | establishment,4.3,,hyderabad,17.4312072,78.46357560000001,0,4.3,5006,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Mallesh Fruits,park,park | point_of_interest | store | food | establishment,4.2,,hyderabad,17.44458819999999,78.4466278,0,4.2,3168,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Srinagar Colony Park,park,park | point_of_interest | establishment,4.2,,hyderabad,17.429809,78.439673,0,4.2,2667,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Santosh Nagar Colony Park,park,park | point_of_interest | establishment,4.1,,hyderabad,17.3910689,78.4364899,0,4.1,2356,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Sri Nagar Colony Park,park,park | point_of_interest | establishment,4.2,,hyderabad,17.4304544,78.4424219,0,4.2,2184,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Madhura Nagar Park D-Block,park,park | point_of_interest | establishment,4.2,,hyderabad,17.4395984,78.4351975,0,4.2,2080,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Tank Bund Park,park,park | point_of_interest | establishment,4.5,,hyderabad,17.4146856,78.4790033,0,4.5,1912,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Gandhinagar Park,park,park | point_of_interest | establishment,4.0,,hyderabad,17.4127823,78.4897122,0,4.0,1686,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Kalyan Nagar Phase III Park,park,park | point_of_interest | establishment,4.2,,hyderabad,17.451086,78.42273899999999,0,4.2,1619,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
HUSSAIN SAGAR WEST PARK,park,park | point_of_interest | establishment,4.3,,hyderabad,17.4285365,78.462322,0,4.3,1608,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Kundan Bagh Park,park,park | point_of_interest | establishment,4.3,,hyderabad,17.4345919,78.4591853,0,4.3,1602,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
"Lake Front Park , Hussain Sagar",park,park | point_of_interest | establishment,4.1,,hyderabad,17.435044,78.4660849,0,4.1,1594,"{""nature"": 1.0}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Nehru Nagar Park,park,park | point_of_interest | establishment,4.3,,hyderabad,17.4447958,78.50414099999999,0,4.3,1538,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Dr. YSR Municipal Park,park,park | point_of_interest | establishment,4.0,,hyderabad,17.4132016,78.5112006,0,4.0,1462,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Barkatpura Park,park,park | point_of_interest | establishment,4.3,,hyderabad,17.3944084,78.4959757,0,4.3,1369,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
NTR Memorial,park,park | point_of_interest | establishment,4.3,,hyderabad,17.4121138,78.4703174,0,4.3,1351,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Park,park,park | point_of_interest | establishment,4.0,,hyderabad,17.4415089,78.4436636,0,4.0,1280,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
B Block Park,park,park | point_of_interest | establishment,4.3,,hyderabad,17.3660493,78.50995669999999,0,4.3,1168,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Chilkalguda Park,park,park | point_of_interest | establishment,4.1,,hyderabad,17.4248783,78.5053453,0,4.1,1139,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
B K Guda Park,park,park | point_of_interest | establishment,4.3,,hyderabad,17.4465947,78.44623709999999,0,4.3,1102,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Necklace Road Lawns,park,park | point_of_interest | establishment,4.3,,hyderabad,17.4243543,78.46332919999999,0,4.3,1068,"{""nature"": 0.96}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Saleem Nagar Park 2,park,park | point_of_interest | establishment,4.3,,hyderabad,17.3721144,78.51257249999999,0,4.3,954,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Domalguda Park,park,park | point_of_interest | establishment,3.8,,hyderabad,17.4056243,78.4852988,0,3.8,936,"{""nature"": 0.9}",nature,1,"[""nature""]",{},,0,[],nature,1,"[""nature""]",,0,[]
Hampshire Plaza Hotel,restaurant,restaurant | lodging | point_of_interest | food | establishment,4.0,,hyderabad,17.4051207,78.4645687,0,4.0,57987,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Grand Hotel,restaurant,restaurant | food | point_of_interest | establishment,4.1,,hyderabad,17.3879007,78.4770363,0,4.1,32738,"{""food"": 0.94}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Vijaya Diagnostic Centre Himayathnagar - Pathology & Radiology Lab | Full Body Checkup,doctor,doctor | health | point_of_interest | establishment,4.5,,hyderabad,17.4041605,78.4798766,0,4.5,31568,{},,0,[],{},,0,[],,0,[],,0,[]
Alpha Hotel,restaurant,restaurant | point_of_interest | bakery | store | food | establishment,3.8,,hyderabad,17.4345784,78.50066919999999,0,3.8,22532,"{""food"": 0.98}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Lifestyle Stores,shopping mall,shopping_mall | clothing_store | shoe_store | store | point_of_interest | establishment,4.2,,hyderabad,17.4361651,78.45700719999999,0,4.2,21482,"{""shopping"": 1.0}",shopping,1,"[""shopping""]","{""fashion shopping"": 0.67}",fashion shopping,1,"[""fashion shopping""]",shopping,1,"[""shopping""]",fashion shopping,1,"[""fashion shopping""]"
"Taj Krishna, Hyderabad",lodging,lodging | point_of_interest | establishment,4.5,,hyderabad,17.4164757,78.4496861,0,4.5,19407,{},,0,[],{},,0,[],,0,[],,0,[]
"ITC Kakatiya, a Luxury Collection Hotel, Hyderabad",lodging,lodging | point_of_interest | establishment,4.6,,hyderabad,17.432514,78.4573526,0,4.6,18700,{},,0,[],{},,0,[],,0,[],,0,[]
Barbeque Nation,restaurant,restaurant | food | point_of_interest | establishment,4.2,,hyderabad,17.4151089,78.4500669,0,4.2,17639,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
"Taj Deccan, Hyderabad",lodging,lodging | point_of_interest | establishment,4.4,,hyderabad,17.4179204,78.4507689,0,4.4,17243,{},,0,[],{},,0,[],,0,[],,0,[]
Bikanervala,restaurant,restaurant | food | point_of_interest | store | establishment,4.2,,hyderabad,17.4107667,78.44983859999999,0,4.2,16808,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Ramakrishna Math,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,hyderabad,17.411668,78.4815366,0,4.7,16733,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Amrutha Castle,bar,bar | lodging | point_of_interest | establishment,4.0,,hyderabad,17.4076886,78.469107,0,4.0,16167,{},,0,[],{},,0,[],,0,[],,0,[]
Parampara - Flavours Of India,restaurant,restaurant | food | point_of_interest | establishment,4.6,,hyderabad,17.4150787,78.4501365,0,4.6,15893,"{""food"": 1.0}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Blue Sea Tea & Snacks,cafe,cafe | point_of_interest | store | food | establishment,4.4,,hyderabad,17.4367841,78.5049468,0,4.4,15383,"{""food"": 1.0}",food,1,"[""food""]","{""cafe stop"": 0.79, ""street food"": 0.67}",cafe stop | street food,2,"[""cafe stop"", ""street food""]",food,1,"[""food""]",cafe stop | street food,2,"[""cafe stop"", ""street food""]"
Hussain Sagar Boating Point,point of interest,point_of_interest | establishment,4.2,,hyderabad,17.4104384,78.4729705,0,4.2,15085,{},,0,[],{},,0,[],,0,[],,0,[]
Marigold Hotel,lodging,lodging | restaurant | food | point_of_interest | establishment,4.4,,hyderabad,17.4372519,78.454483,0,4.4,13236,"{""food"": 0.62}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Best Western Ashoka ( Hotel & AC Banquets),bar,bar | lodging | restaurant | food | point_of_interest | establishment,4.1,,hyderabad,17.4039563,78.4653786,0,4.1,10990,"{""food"": 0.52}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
The Golkonda Hotel,lodging,lodging | point_of_interest | establishment,4.2,,hyderabad,17.4044783,78.4537234,0,4.2,10404,{},,0,[],{},,0,[],,0,[],,0,[]
"The Manohar, Hyderabad",lodging,lodging | restaurant | food | point_of_interest | establishment,3.5,,hyderabad,17.4450755,78.4710829,0,3.5,8773,"{""food"": 0.52}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
"Taj Banjara, Hyderabad",lodging,lodging | point_of_interest | establishment,4.2,,hyderabad,17.409748,78.448753,0,4.2,8244,{},,0,[],{},,0,[],,0,[],,0,[]
10 Downing Street,bar,bar | night_club | restaurant | food | point_of_interest | establishment,4.2,,hyderabad,17.4362297,78.4571686,0,4.2,8241,"{""food"": 0.58}",food,1,"[""food""]",{},,0,[],food,1,"[""food""]",,0,[]
Hebron Church,church,church | place_of_worship | point_of_interest | establishment,4.8,,hyderabad,17.4111306,78.4973629,0,4.8,1503,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Anthony's Shrine,church,church | place_of_worship | point_of_interest | establishment,4.8,,hyderabad,17.4348854,78.5200777,0,4.8,1372,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Hope Unlimited Church, Hyderbad",church,church | place_of_worship | point_of_interest | establishment,4.7,,hyderabad,17.4138501,78.4215624,0,4.7,1371,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shrine of Our Lady Of Health,church,church | place_of_worship | point_of_interest | establishment,4.8,,hyderabad,17.4069866,78.4560001,0,4.8,1056,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Baptist Church Hyderabad,book store,book_store | church | place_of_worship | point_of_interest | store | establishment,4.7,,hyderabad,17.396087,78.48932239999999,0,4.7,852,"{""culture"": 0.6}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
CSI Centenary Wesley Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,hyderabad,17.3902062,78.48358089999999,0,4.6,676,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Centenary Methodist English Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,hyderabad,17.3944433,78.47214629999999,0,4.7,595,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Hope Unlimited Church, Secunderabad",church,church | place_of_worship | point_of_interest | establishment,4.8,,hyderabad,17.4470201,78.4950996,0,4.8,539,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Baptist Church Dilsukhnagar,church,church | place_of_worship | point_of_interest | establishment,4.4,,hyderabad,17.3701816,78.5213122,0,4.4,541,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"St. Alphonsus Church Banjara Hills, Hyderabad",church,church | place_of_worship | point_of_interest | establishment,4.6,,hyderabad,17.4168592,78.44346259999999,0,4.6,513,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Laymen's Evangelical Fellowship,church,church | place_of_worship | point_of_interest | establishment,4.8,,hyderabad,17.4130867,78.4591586,0,4.8,450,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Lutheran Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,hyderabad,17.4038941,78.4663676,0,4.6,368,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"C.S.I ST. JOHN THE BAPTIST Church, Secunderabad",church,church | place_of_worship | point_of_interest | establishment,4.5,,hyderabad,17.442693,78.506417,0,4.5,352,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Prayer Power Church,church,church | place_of_worship | point_of_interest | establishment,4.7,,hyderabad,17.4142971,78.5085158,0,4.7,342,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
ROCK CHURCH HYDERABAD,church,church | place_of_worship | point_of_interest | establishment,4.5,,hyderabad,17.4042451,78.4479972,0,4.5,321,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Andhra Christian Theological College,church,church | place_of_worship | point_of_interest | establishment,4.6,,hyderabad,17.4166762,78.4882494,0,4.6,275,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Thomas' Tamil Cathedral,church,church | place_of_worship | point_of_interest | establishment,4.6,,hyderabad,17.4348884,78.50001329999999,0,4.6,267,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Secunderabad-Hyderabad Orthodox & Mar Thoma Syrian Churches,church,church | place_of_worship | point_of_interest | establishment,4.6,,hyderabad,17.4446445,78.4987337,0,4.6,254,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Holy Trinity Church,church,church | place_of_worship | point_of_interest | establishment,4.6,,hyderabad,17.4405285,78.4652322,0,4.6,217,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
St. Stanislaus Catholic Church,church,church | place_of_worship | point_of_interest | establishment,4.4,,hyderabad,17.3645859,78.5234838,0,4.4,213,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Sri Yellamma Pochamma Devasthanam,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,hyderabad,17.4474897,78.4491142,0,4.7,22623,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
Shri Ujjaini Mahakali Devasthanam,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.8,,hyderabad,17.4367679,78.4910518,0,4.8,9578,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
TTD Sri Venkateswara Swami Temple,hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,hyderabad,17.4061221,78.4789517,0,4.7,6112,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
"Shri Bhagya Laxmi Mandir, Charminar",hindu temple,hindu_temple | place_of_worship | point_of_interest | establishment,4.7,,hyderabad,17.36145759999999,78.4747661,0,4.7,5947,"{""culture"": 1.0}",culture,1,"[""culture""]","{""spiritual stop"": 0.67}",spiritual stop,1,"[""spiritual stop""]",culture,1,"[""culture""]",spiritual stop,1,"[""spiritual stop""]"
